Claim Number,date_of_loss,Notifier,Loss_code,Loss_description,Notification_period,Inception_to_loss,Location_of_incident,Weather_conditions,Vehicle_mobile,Time_hour,Main_driver,PH_considered_TP_at_fault,Vechile_registration_present,Incident_details_present,Injury_details_present,TP_type_insd_pass_back,TP_type_insd_pass_front,TP_type_driver,TP_type_pass_back,TP_type_pass_front,TP_type_bike,TP_type_cyclist,TP_type_pass_multi,TP_type_pedestrian,TP_type_other,TP_type_nk,TP_injury_whiplash,TP_injury_traumatic,TP_injury_fatality,TP_injury_unclear,TP_injury_nk,TP_region_eastang,TP_region_eastmid,TP_region_london,TP_region_north,TP_region_northw,TP_region_outerldn,TP_region_scotland,TP_region_southe,TP_region_southw,TP_region_wales,TP_region_westmid,TP_region_yorkshire,Incurred,Capped Incurred
5248,2013-12-18,PH,LD003,Head on collision,2,81,Main Road,NORMAL,Y,11,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5249,2013-12-19,PH,LD003,Head on collision,0,70,Minor Road,WET,N,8,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,377,377
5250,2013-12-20,PH,LD003,Head on collision,0,169,Main Road,NORMAL,N,14,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,13284,13284
5251,2013-12-20,PH,LD003,Head on collision,18,28,Minor Road,NORMAL,Y,11,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5252,2013-12-20,PH,LD003,Head on collision,1,126,Main Road,NORMAL,N,19,Y,N,1,1,1,3,0,1,0,0,0,0,0,0,0,0,3,1,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,194,194
5253,2013-12-20,TP,LD003,Head on collision,104,86,Car Park,NORMAL,Y,12,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2048,2048
5254,2013-12-20,PH,LD003,Head on collision,3,26,Minor Road,NORMAL,Y,8,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,742,742
5255,2013-12-20,PH,LD003,Head on collision,0,66,Minor Road,WET,Y,13,Y,N,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3953,3953
5256,2013-12-20,NamedDriver,LD003,Head on collision,0,176,Minor Road,WET,Y,9,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,19406,19406
5257,2013-12-20,NamedDriver,LD003,Head on collision,0,114,Minor Road,NORMAL,N,16,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,6935,6935
5258,2013-12-20,PH,LD003,Head on collision,0,298,Minor Road,NORMAL,Y,9,N,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5259,2013-12-20,PH,LD003,Head on collision,0,67,Main Road,WET,Y,13,Y,N,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,373,373
5260,2013-12-21,PH,LD003,Head on collision,18,45,Minor Road,N/K,Y,12,N,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5261,2013-12-21,PH,LD003,Head on collision,2,153,Minor Road,NORMAL,Y,15,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5262,2013-12-21,PH,LD003,Head on collision,2,152,Main Road,WET,Y,18,N,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,484,484
5263,2013-12-21,TP,LD003,Head on collision,33,247,n/k,N/K,n/k,18,Other,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,28814,28814
5264,2013-12-22,PH,LD003,Head on collision,1,171,Minor Road,WET,N,14,Y,N,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,36041,36041
5265,2013-12-23,PH,LD003,Head on collision,0,217,Minor Road,NORMAL,Y,15,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5266,2013-12-23,PH,LD003,Head on collision,4,23,Main Road,NORMAL,Y,19,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,5361,5361
5267,2013-12-23,PH,LD003,Head on collision,0,266,Minor Road,WET,Y,6,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5268,2013-12-23,CNF,LD003,Head on collision,24,209,n/k,N/A,n/k,14,Other,N,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4350,4350
5269,2013-12-23,PH,LD003,Head on collision,0,304,Main Road,WET,N,15,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,93,93
5270,2013-12-23,PH,LD003,Head on collision,0,266,Main Road,WET,Y,10,N,N,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5271,2013-12-23,TP,LD003,Head on collision,7,204,Main Road,N/K,Y,14,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,379,379
5272,2013-12-24,PH,LD003,Head on collision,0,309,Minor Road,NORMAL,Y,13,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,754,754
5273,2013-12-24,PH,LD003,Head on collision,0,55,Minor Road,WET,Y,12,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5274,2013-12-24,PH,LD003,Head on collision,0,116,Minor Road,WET,Y,11,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2176,2176
5275,2013-12-24,PH,LD003,Head on collision,1,90,Main Road,NORMAL,N,15,Y,N,1,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,32064,32064
5276,2013-12-24,PH,LD003,Head on collision,3,111,Main Road,NORMAL,Y,18,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1618,1618
5277,2013-12-24,PH,LD003,Head on collision,0,120,Minor Road,WET,Y,13,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4752,4752
5278,2013-12-24,PH,LD003,Head on collision,0,111,Minor Road,WET,N,15,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,34831,34831
5279,2013-12-24,PH,LD003,Head on collision,0,253,Minor Road,WET,Y,11,Y,Y,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,371,371
5280,2013-12-24,PH,LD003,Head on collision,0,176,Minor Road,WET,Y,14,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,138,138
5281,2013-12-25,PH,LD003,Head on collision,2,227,Motorway,NORMAL,N,19,Y,N,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,437,437
5282,2013-12-26,PH,LD003,Head on collision,4,307,Main Road,WET,Y,13,Y,N,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,3938,3938
5283,2013-12-27,TP,LD003,Head on collision,62,322,n/k,N/K,n/k,0,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1844,1844
5284,2013-12-28,PH,LD003,Head on collision,2,331,Main Road,NORMAL,Y,15,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5285,2013-12-28,PH,LD003,Head on collision,30,18,n/k,NORMAL,Y,19,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5286,2013-12-29,PH,LD003,Head on collision,1,185,Minor Road,WET,Y,12,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5287,2013-12-30,PH,LD003,Head on collision,0,70,Main Road,WET,Y,11,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3974,3974
5288,2013-12-30,PH,LD003,Head on collision,0,216,Minor Road,WET,Y,16,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1321,1321
5289,2013-12-31,PH,LD003,Head on collision,2,95,Minor Road,NORMAL,Y,12,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1677,1677
5290,2013-12-31,CNF,LD003,Head on collision,2,199,Minor Road,NORMAL,Y,12,N,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5291,2013-12-31,PH,LD003,Head on collision,2,243,Main Road,WET,N,21,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,315,315
5292,2013-12-31,PH,LD003,Head on collision,0,262,Minor Road,"SNOW,ICE,FOG",Y,10,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5293,2014-01-01,PH,LD003,Head on collision,2,111,Minor Road,WET,N,19,Y,N,1,1,1,2,0,1,0,0,0,0,0,0,0,0,3,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1368,1368
5294,2014-01-02,PH,LD003,Head on collision,0,36,Main Road,WET,N,17,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-63,-63
5295,2014-01-02,Other,LD003,Head on collision,1,19,Minor Road,N/K,N,15,Other,N,1,1,0,1,0,1,0,1,0,0,0,0,1,0,1,1,2,1,0,0,0,0,0,0,0,0,5,0,0,0,0,314001,50000
5296,2014-01-02,PH,LD003,Head on collision,0,9,Minor Road,NORMAL,N,9,Y,N,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,202,202
5297,2014-01-03,PH,LD003,Head on collision,0,33,Minor Road,WET,Y,14,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,120,120
5298,2014-01-04,PH,LD003,Head on collision,0,192,Minor Road,WET,Y,13,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2441,2441
5299,2014-01-06,Other,LD003,Head on collision,14,17,n/k,N/A,Y,8,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,501,501
5300,2014-01-07,PH,LD003,Head on collision,0,114,Minor Road,NORMAL,N,11,Y,N,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1674,1674
5301,2014-01-07,Other,LD003,Head on collision,0,53,Minor Road,WET,N,13,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,15067,15067
5302,2014-01-07,TP,LD003,Head on collision,8,155,Minor Road,WET,Y,8,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,595,595
5303,2014-01-07,PH,LD003,Head on collision,0,127,Main Road,WET,Y,12,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1512,1512
5304,2014-01-07,PH,LD003,Head on collision,0,220,Minor Road,WET,Y,13,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,46,46
5305,2014-01-08,PH,LD003,Head on collision,1,204,Minor Road,NORMAL,Y,13,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,386,386
5306,2014-01-08,PH,LD003,Head on collision,0,324,Minor Road,WET,N,9,Y,N,1,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,5472,5472
5307,2014-01-09,PH,LD003,Head on collision,0,222,Minor Road,NORMAL,Y,14,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5308,2014-01-09,PH,LD003,Head on collision,0,22,Main Road,WET,N,22,Y,N,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,369,369
5309,2014-01-09,PH,LD003,Head on collision,5,69,Main Road,NORMAL,Y,17,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,89,89
5310,2014-01-09,NamedDriver,LD003,Head on collision,1,259,Main Road,NORMAL,N,15,Other,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,504,504
5311,2014-01-09,PH,LD003,Head on collision,0,217,Main Road,NORMAL,N,8,Y,N,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,382,382
5312,2014-01-09,PH,LD003,Head on collision,0,23,Main Road,NORMAL,N,13,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13264,13264
5313,2014-01-09,PH,LD003,Head on collision,1,121,Main Road,WET,Y,18,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5314,2014-01-10,PH,LD003,Head on collision,1,327,Main Road,WET,Y,21,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2812,2812
5315,2014-01-10,TP,LD003,Head on collision,9,280,Minor Road,NORMAL,n/k,5,Other,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,54,54
5316,2014-01-10,PH,LD003,Head on collision,0,284,Minor Road,WET,N,8,Y,N,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,28699,28699
5317,2014-01-10,PH,LD003,Head on collision,9,315,Minor Road,NORMAL,Y,5,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5318,2014-01-11,NamedDriver,LD003,Head on collision,2,181,Minor Road,N/K,N,12,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5319,2014-01-12,PH,LD003,Head on collision,0,202,Minor Road,WET,Y,11,Y,N,1,1,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,17433,17433
5320,2014-01-12,PH,LD003,Head on collision,1,182,Minor Road,NORMAL,Y,11,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5321,2014-01-12,TP,LD003,Head on collision,3,36,Not Applicable,N/A,n/k,8,Other,N,1,1,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,14185,14185
5322,2014-01-12,PH,LD003,Head on collision,1,235,Minor Road,WET,Y,16,Y,N,1,1,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,23502,23502
5323,2014-01-12,PH,LD003,Head on collision,1,160,Minor Road,"SNOW,ICE,FOG",Y,18,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,490,490
5324,2014-01-12,CNF,LD003,Head on collision,2,144,Main Road,WET,N,19,Y,N,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,722,722
5325,2014-01-13,PH,LD003,Head on collision,0,101,Minor Road,NORMAL,Y,13,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,110,110
5326,2014-01-13,Other,LD003,Head on collision,3,157,Minor Road,WET,N,15,N,N,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,296,296
5327,2014-01-13,PH,LD003,Head on collision,0,277,Minor Road,WET,N,15,Y,N,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,766,766
5328,2014-01-13,PH,LD003,Head on collision,2,1,Main Road,NORMAL,N,14,Y,N,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,2,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,2169,2169
5329,2014-01-13,Other,LD003,Head on collision,74,221,Main Road,WET,Y,12,Other,N,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1715,1715
5330,2014-01-14,PH,LD003,Head on collision,1,267,Main Road,WET,N,19,Y,N,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,19278,19278
5331,2014-01-14,PH,LD003,Head on collision,0,124,Minor Road,NORMAL,Y,8,Y,N,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10544,10544
5332,2014-01-14,PH,LD003,Head on collision,0,56,Main Road,NORMAL,Y,16,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3510,3510
5333,2014-01-15,PH,LD003,Head on collision,0,298,Car Park,WET,N,17,Y,N,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,10425,10425
5334,2014-01-15,PH,LD003,Head on collision,40,25,Minor Road,NORMAL,Y,14,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1418,1418
5335,2014-01-15,PH,LD003,Head on collision,0,139,Main Road,WET,N,11,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,944,944
5336,2014-01-15,PH,LD003,Head on collision,0,110,Main Road,WET,Y,13,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5337,2014-01-16,PH,LD003,Head on collision,0,108,Minor Road,NORMAL,Y,11,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5338,2014-01-16,TP,LD003,Head on collision,69,105,n/k,N/K,Y,0,Y,N,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5339,2014-01-16,PH,LD003,Head on collision,7,233,Minor Road,NORMAL,Y,17,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5340,2014-01-16,PH,LD003,Head on collision,1,175,Main Road,WET,N,18,Y,N,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,473,473
5341,2014-01-16,PH,LD003,Head on collision,0,297,Minor Road,NORMAL,Y,8,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5342,2014-01-16,PH,LD003,Head on collision,1,290,Minor Road,NORMAL,Y,14,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5343,2014-01-17,PH,LD003,Head on collision,0,317,Main Road,WET,N,8,Y,N,1,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
5344,2014-01-17,PH,LD003,Head on collision,4,0,Minor Road,WET,Y,16,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3048,3048
5345,2014-01-17,Other,LD003,Head on collision,0,178,Main Road,N/K,N,8,Y,N,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,48
5346,2014-01-17,PH,LD003,Head on collision,1,13,Minor Road,NORMAL,N,18,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,7598,7598
5347,2014-01-17,Other,LD003,Head on collision,367,147,Main Road,WET,N,19,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,28429,28429
5348,2014-01-18,PH,LD003,Head on collision,0,120,Minor Road,NORMAL,Y,14,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,386,386
5349,2014-01-18,Other,LD003,Head on collision,4,334,Minor Road,WET,Y,16,Y,N,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5350,2014-01-18,PH,LD003,Head on collision,4,124,Main Road,NORMAL,N,10,N,N,1,1,0,0,0,1,0,1,0,0,0,0,1,0,1,2,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0,387928,50000
5351,2014-01-19,PH,LD003,Head on collision,1,290,Minor Road,NORMAL,Y,14,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2550,2550
5352,2014-01-19,TP,LD003,Head on collision,1,254,Minor Road,NORMAL,N,16,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,6460,6460
5353,2014-01-19,PH,LD003,Head on collision,2,89,n/k,NORMAL,N,15,Y,N,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,21360,21360
5354,2014-01-20,Other,LD003,Head on collision,0,222,Minor Road,"SNOW,ICE,FOG",N,8,N,N,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,112,112
5355,2014-01-20,PH,LD003,Head on collision,0,80,Main Road,NORMAL,Y,9,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,148,148
5356,2014-01-20,PH,LD003,Head on collision,0,74,Main Road,"SNOW,ICE,FOG",N,7,Y,N,1,1,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,2,18470,18470
5357,2014-01-21,PH,LD003,Head on collision,0,51,Home Address,"SNOW,ICE,FOG",Y,9,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,244,244
5358,2014-01-21,NamedDriver,LD003,Head on collision,0,363,Minor Road,"SNOW,ICE,FOG",Y,10,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,3968,3968
5359,2014-01-21,PH,LD003,Head on collision,1,210,n/k,WET,Y,18,N,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1169,1169
5360,2014-01-21,PH,LD003,Head on collision,0,169,Main Road,"SNOW,ICE,FOG",N,7,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,310,310
5361,2014-01-21,PH,LD003,Head on collision,0,193,n/k,NORMAL,Y,18,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,161,161
5362,2014-01-22,PH,LD003,Head on collision,0,204,Main Road,WET,N,15,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3262,3262
5363,2014-01-22,PH,LD003,Head on collision,5,20,Minor Road,N/A,N,0,Y,N,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,35370,35370
5364,2014-01-22,PH,LD003,Head on collision,0,14,Minor Road,NORMAL,Y,12,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3104,3104
5365,2014-01-22,PH,LD003,Head on collision,0,259,Minor Road,WET,Y,15,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,936,936
5366,2014-01-22,PH,LD003,Head on collision,0,198,Minor Road,WET,Y,15,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8160,8160
